reviewText,rating,summary,review_sentiment,summary_sentiment,hallucination,hal_score
Buying Levi jeans is a complete crapshoot. I always buy the same size of 34x34 and it's a 50/50 shot of them actually fitting right as none of them are the same. And you'll also get some pairs where the seam is crooked on the legs. Great quality if you get a pair that's actually supposed to be what it is. Getting that pair is a pain in the ***.,3,Great quality if you get a pair that's actually supposed ...,NEGATIVE,POSITIVE,entailment,0.46403512358665466
I wasn't expecting button fly. Maybe I missed it in the description,3,Three Stars,NEGATIVE,POSITIVE,neutral,0.8519741892814636
"nice  jeans and very good jeans,  was for my brother",5,nice jeans and very good jeans,POSITIVE,POSITIVE,neutral,0.8826639652252197
Great,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8788294196128845
Great product,5,Five Stars,POSITIVE,POSITIVE,neutral,0.950501561164856
"The pants fit perfectly.
Excellent product!",5,Excellent product!,POSITIVE,POSITIVE,entailment,0.8751398921012878
As always the perfect jean.  Fits as expected and always Levi comfortable.,4,Levis an icon for a reason.,POSITIVE,POSITIVE,neutral,0.9668747186660767
Great,5,Good items on amazon,POSITIVE,POSITIVE,neutral,0.8466326594352722
Perfect love them.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8697544932365417
Love it,5,Fits perfectly,POSITIVE,POSITIVE,neutral,0.9742249846458435
Excellent. Very happy. Perfect fit,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9139803647994995
Exactly as described came earlier than promised.,5,Five Stars,NEGATIVE,POSITIVE,neutral,0.9631186127662659
Great color and fit. Am getting use to the buttons.,4,Four Stars,POSITIVE,POSITIVE,neutral,0.9396649599075317
Ordered a couple pairs and some were short not the right size.,2,Two Stars,NEGATIVE,POSITIVE,neutral,0.8036547899246216
Perfect fit and a great price.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.972593367099762
"I received a very special limited edition 501 Original?

Its Levis & Wrangler. I did not know they had some sort of collaboration project. Was it to be secret?

Manufacturer reference as stated in Amazon product details matches the items tag.

See attached photos and be the judge.

On serious note, how did this get away from the quality control? First, from the manufacturers factory. Second, from the retailer s own warehouse.

This is very serious blunder and damaging Levis and Amazon brand reputation.

It is a Wrangler jeans, that is obvious and tagged incorrectly for a Levis.",1,A very special limited edition 501 Original from Levis & Wrangler !!!,NEGATIVE,POSITIVE,contradiction,0.8649468421936035
ok,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9000037908554077
Good deal,1,I was satified,POSITIVE,NEGATIVE,neutral,0.7088618874549866
Fit perfect,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9602967500686646
Very happy. Received as promised. Fit is perfect.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9161937832832336
"Fit a little tight, and I was surprised when a belt loop popped the first time I wore it. Back it went. What happened to Levi's construction?",1,Disappointed.,NEGATIVE,NEGATIVE,neutral,0.859481155872345
"They fade after a while, as jeans do. I recommend buying some black Rit dye from walgreens or walmart and dunking them with that and a 5 gallon bucket for a few hours, stirring occasionally. Rise cold, hang to dry and voila, nice new looking black jeans all over again.",5,I recommend buying some black Rit dye from walgreens or walmart ...,NEGATIVE,NEGATIVE,neutral,0.6292996406555176
es correcto,4,Four Stars,POSITIVE,POSITIVE,neutral,0.7968963980674744
I LOVE LEVIS,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8821074366569519
Fine except two belt loops have fallen off in two months. C'mon.,1,Belt loops fall off,NEGATIVE,NEGATIVE,entailment,0.8406731486320496
Looks very good. Ordered that in Russia because it costs here 3 times more. Was afraid that it could have defects but all was fine,5,That there's no defects. Check them before sending because there are lots of negative comments,POSITIVE,NEGATIVE,neutral,0.9550046324729919
Hard to find ants long enough. Thanks,5,Five Stars,POSITIVE,POSITIVE,neutral,0.7201938629150391
Exactly what i wanted. Perfect for painters pants or wear them fresh with a white outfit.,5,Just in case!,POSITIVE,POSITIVE,contradiction,0.8570268750190735
"Excelent and fit very well 38. I'm  210 lbs, 5' 8""",5,Five Stars,POSITIVE,POSITIVE,neutral,0.9702521562576294
Cant beat the price and delivered to your door,5,Five Stars,NEGATIVE,POSITIVE,neutral,0.9665324687957764
no zipper for fly.  has steel buttons that  are to big for the button holes. other then that the jeans are perfect.  we are trying to send them back but the ups station here doesn't have what it takes  to read the code thing you sent me. we need a label to put on the box.,1,other then that the jeans are perfect. we are trying to send them back but ...,NEGATIVE,POSITIVE,entailment,0.5196238160133362
bought these for my husband and he loves them. He's 6'7 and they fit perfectly.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9912434816360474
"Fits perfectly! Wasn't expecting the no zipper surprise, instead of a zipper it has buttons, not to happy with that but still fits great.",3,not to happy with that but still fits great,POSITIVE,POSITIVE,neutral,0.685139000415802
the man loves the jeans fits just right,5,Five Stars,POSITIVE,POSITIVE,neutral,0.936105489730835
Still the great Levis as always. Ive ordered other kinds before and they are thin denim or have a wierd wash on them. Not these. These are just like the originals after about 50 washes. The Best,5,There is nothing like the real thing baby!,POSITIVE,POSITIVE,neutral,0.8099047541618347
I have to send both pair back .  He cant wear them.,1,One Star,NEGATIVE,NEGATIVE,contradiction,0.8526275157928467
"Perfect fit. I have a 33 waist, used the size chart and ordered the 32 (which they said was good for a 32-33 waist) and they fit perfectly. Suggest that if you're closer to a 33-34 waist, to order the 33 instead.",5,Perfect fit. I have a 33 waist,POSITIVE,POSITIVE,entailment,0.9751231670379639
Comfortable,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8631189465522766
This is the only jean style my husband wears...fit as expected and arrived on time.,5,Five Stars,NEGATIVE,POSITIVE,neutral,0.9819469451904297
The jeans were just what I wanted... too bad I ordered the incorrect size!,5,Jeans Are Perfect ~ Figuring Out My Size Wasn't!,NEGATIVE,POSITIVE,entailment,0.8033807873725891
These are very soft right out of the package unlike shrink to fit 501 Levi's. Fit as expected and are already faded.,5,Not your shrink to fit 501s,NEGATIVE,NEGATIVE,neutral,0.4839804172515869
My wife loves them. What other reason do I need?,5,Five Stars,NEGATIVE,POSITIVE,neutral,0.9566256403923035
36/32 size ordered. 32/32 what I got.,1,One Star,NEGATIVE,NEGATIVE,contradiction,0.9398260116577148
Love my Levi,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9052782654762268
Fit as expected. Never a complaint when it comes to 501's. Best jeans ever made.... PERIOD!,5,Levi's 501's... BEST JEANS EVER MADE!,POSITIVE,POSITIVE,entailment,0.8353570699691772
"We purchased 4 pair of Levi's with this order, and unfortunately we appear to have received a bad batch.  My husband has worn 501's exclusively for over 20 years.  With this order, 2 pair of jeans had runs in the seat within a matter of 2 washings, and each pair shrank to the point of becoming 'floods.'  What a bummer.",1,and unfortunately we appear to have received a bad batch. My husband has worn 501's exclusively for ...,NEGATIVE,NEGATIVE,entailment,0.757904589176178
"prompt delivery & exactly as advertised,  thank you",5,Five Stars,POSITIVE,POSITIVE,neutral,0.9739912748336792
I've been wearing Levi 501's for over 50 years.,5,Five Stars,NEGATIVE,POSITIVE,neutral,0.8905235528945923
"Great price, great fit!!",5,Price/Fit,POSITIVE,POSITIVE,entailment,0.9371805787086487
Why cant you  get originals with ZIPPERS,4,Why cant you get originals with,NEGATIVE,NEGATIVE,entailment,0.8051897287368774
36x36 is actually 39x37.  way too big. they don't shrink at all when washed too. what a waste. will try to return,1,what a waste. will try to,NEGATIVE,NEGATIVE,neutral,0.9510579705238342
Great product great price!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9494452476501465
"Right size, excellent price and shipped on time.",5,excellent price and shipped on time,POSITIVE,POSITIVE,entailment,0.9003749489784241
I am very satisfied with my Levi jeans. They fit perfect and they arrived on time. There's nothing to complain about.,5,I am very satisfied with my Levi jeans,POSITIVE,POSITIVE,entailment,0.9102214574813843
meant for guys with no ass.,4,Four Stars,NEGATIVE,POSITIVE,contradiction,0.5386657118797302
Jeans are great just really skinny if u love skin tight skinny jeans on as guy these r great a bigger size does not help the legs r still super skinny.,5,Jeans are great just really skinny if u love skin tight skinny ...,POSITIVE,POSITIVE,entailment,0.873619794845581
"Fit well, well made, I expect to get years of wear out of them. Fiance ""Likes the way they look""...",4,look and fit great,POSITIVE,POSITIVE,neutral,0.7288335561752319
AAA,5,Five Stars,NEGATIVE,POSITIVE,neutral,0.829766571521759
Just the way I like em,5,Fit great,POSITIVE,POSITIVE,entailment,0.5396337509155273
"After 2nd washing, one of the belt loops came off. And I just signed into my Amazon account and it says the return window closed 2 days ago. Great timing! I've never seen a pair of genuine Levi's fall apart this quickly before. My husband has worn Levi's all his life. I am disappointed in Amazon's quality of products lately. So now, I will have to pay a tailor to repair the belt loop after having these for only 1 month. Thanks Amazon!",2,Poor quality,NEGATIVE,NEGATIVE,neutral,0.607061505317688
Nice!!!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8261843919754028
the crotch area has ripped apart on the last three pairs. do not buy until levis fixes this ongoing problem.,1,the crotch area has ripped apart on the last three ...,NEGATIVE,NEGATIVE,entailment,0.9420894980430603
i'd like to return this item...,1,One Star,POSITIVE,NEGATIVE,neutral,0.7442823052406311
It wasn't the fit I expected from the previous 33 waist  that was to small so I returned and received these and the 34 waist was the same fit as the 33 waist.,3,It wasn't the fit I expected from the previous 33 ...,NEGATIVE,NEGATIVE,entailment,0.8865290880203247
"perfect, great quality",5,Five Stars,POSITIVE,POSITIVE,neutral,0.8870239853858948
"These jeans are cut waaaay small. The tags aren't even in English. Tags are in Chinese. Perhaps these are ""asian cut"", which is typically smaller, or they aren't real Levis at all. The waist is fine but its a low-rise, the legs are narrow compared to my other Levis, it's like they're
""skinny jeans"".
Can't wear them.
Imagine that, American icon Levis made in CHINA!
Have to return them.",1,"Made in CHINA, cut too small, like ""skinny jeans"", Not the 501's I'm used to.",NEGATIVE,NEGATIVE,neutral,0.9273489117622375
Bought 3 pair and all fit different. All too big also. I've bought the same from different vendors and they fit fine. Won't buy again.,1,3 pair and all different fits,POSITIVE,POSITIVE,neutral,0.5028535723686218
"Classic. I hadn't had a pair of buttonfly jeans, before . They were difficult to button because the holes for the buttons are left ragged and not sewn. I sent them back. Not because of a flaw. These are classic Levis. Just because by the time I could get them buttoned it'd be time to goto bed.",4,"Button fly is cool, but diffcult.",NEGATIVE,NEGATIVE,neutral,0.9194839000701904
I agree that the quality of Levi jeans has gone downhill considerably.  I've been wearing them since I was in junior high I am 51 years old now and the quality of jeans you receive is ridiculous especially when compared to the money they're charging now.,2,Way too expensive for what you get.,NEGATIVE,NEGATIVE,entailment,0.6957784295082092
Looks and feels great.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9498730301856995
LOVE,5,Love,POSITIVE,POSITIVE,neutral,0.5056984424591064
Love these on my boyfriend not skinny not too baggy just right,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9531222581863403
"Product does not match photo. Rivets and hardware on received product were not black as should be and as shown in product photo.

See image of what I received as proof.",3,Product does not match photo. Rivets and hardware on received product were not black as should be and as shown in product photo.,NEGATIVE,NEGATIVE,entailment,0.8669684529304504
